county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,County,county
"Knox County, Illinois",1299,16,0.012317167050000001,23808,50999,2875,42325,4349,25,509,0,130,786,50999,25743,25256,2750,2558,3066,3426,3666,5708,5801,6371,3471,3803,5701,3275,1403,42.1,716.439,0.109,48258,45551,32108,21683,2707,20830,1563,1652,2650,2376,3361,3830,2405,2058,551,384,43709,58735,24681,43165,31979,1.231716705,2.5471087669999997,46.683268299999995,71.18400869,2,5865,5737,17837,2609,11602,6235,941,8674,26975,19346,4678,40620,10379,21174,15643,12779,0.05637365438999999,0.8299182337000001,0.08527618189,0.0004902056903,0.009980587855,0.0,0.0025490695899999995,0.0154120669,0.5047746034,0.4952253966,0.053922625929999995,0.05015784623,0.06011882586,0.0671777878,0.07188376243,0.1119237632,0.1137473284,0.1249240181,0.06806015804,0.07457008961,0.1117865056,0.06421694542999999,0.027510343339999997,0.9439056737,0.05609432632999999,0.07503600576000001,0.07930868938999999,0.1272203553,0.1140662506,0.1613538166,0.18386941910000001,0.1154584734,0.09879980797,0.02645223236,0.01843494959,0.2815650504,0.2754200672,0.8563130101,0.1252520403,0.5569851176,0.2993278925,0.01845134218,0.1700817663,0.5289319398,0.3793407714,0.09172728877,0.7964862056,0.2035137944,0.41518461149999997,0.3067315045,0.2505735407,Knox County,Knox
"Lake County, Illinois",20630,510,0.02472127969,319032,703619,150590,437597,46334,874,52499,308,1265,14152,703619,351343,352276,41245,46814,53083,54971,50498,77870,89060,103477,50948,42584,55222,25780,12067,38.2,443.941,0.076,687874,639566,520751,183758,48308,244672,9827,6141,15277,15901,23559,37750,29869,43197,24368,38783,86244,123830,44287,64865,50445,2.472127969,2.9319844969999997,45.34158401,1584.938089,2,31245,39460,138324,67565,70705,67619,16599,266022,413541,252231,37847,610550,93069,324481,243485,123586,0.2140220773,0.6219232283,0.06585097901,0.001242149516,0.07461282312999999,0.00043773690020000003,0.001797847983,0.02011315783,0.49933699909999996,0.5006630009,0.05861837159,0.06653316639,0.07544281777,0.07812608812,0.07176895451000001,0.1106706897,0.1265741829,0.147063965,0.07240850517000001,0.06052139012999999,0.07848281527,0.03663914704,0.01714990641,0.9297720222,0.07022797780000001,0.04016397463,0.02509890793,0.06243869343,0.06498904656,0.09628809181,0.1542881899,0.12207772039999999,0.17655064739999998,0.09959455925,0.15851016869999998,0.12770157599999998,0.1612771384,0.5653446246,0.2761452066,0.2889787144,0.2763659103,0.023590892230000004,0.37807677170000004,0.587734271,0.3584766756,0.05378905345,0.8677281312999999,0.1322718687,0.46116008810000003,0.34604665310000005,0.17564335239999998,Lake County,Lake
"LaSalle County, Illinois",2408,63,0.026162790699999997,39566,110401,10473,94724,2678,224,860,21,14,1407,110401,55400,55001,6126,6278,7131,6870,6583,13459,12871,14856,8461,7807,10688,6123,3148,41.8,1135.185,0.12,107246,101963,76962,40892,5283,44644,2526,2161,4607,4688,6161,8760,5741,6648,2008,1344,56243,70670,29093,54035,35253,2.61627907,2.1811396640000003,35.83844349,97.25375159,2,9294,10849,34644,8656,20143,14501,1666,15677,59318,41812,9271,90442,19959,46447,36188,24618,0.09486327117,0.8579994745999999,0.024257026659999997,0.002028967129,0.007789784512999999,0.0001902156683,0.0001268104456,0.012744449779999998,0.5018070488,0.49819295119999996,0.055488627820000004,0.05686542694,0.06459180622999999,0.06222769721,0.05962808307999999,0.1219101276,0.11658408890000001,0.1345639985,0.07663879856000001,0.07071493917999999,0.09681071729,0.05546145415,0.028514234469999997,0.9507394215,0.049260578480000004,0.05658095153,0.04840516083000001,0.1031941582,0.1050085118,0.1380028671,0.1962189768,0.128595108,0.1489113879,0.044978048560000004,0.030104829320000002,0.2081802706,0.24301137890000002,0.7760057343000001,0.1938894364,0.4511916495,0.3248140848,0.015090443019999998,0.1420005254,0.5372958578,0.3787284535,0.08397568863,0.8192135940999999,0.1807864059,0.4207117689,0.327786886,0.22298711059999998,LaSalle County,Lasalle
"Lawrence County, Illinois",333,8,0.024024024019999996,6602,16189,616,13711,1440,34,43,0,10,335,16189,8919,7270,840,901,876,810,1058,2350,2255,2187,1163,978,1455,951,365,41.0,372.17800000000005,0.175,13825,12744,8391,6260,1081,6144,342,277,790,829,1117,963,861,681,210,74,45654,58908,22099,48816,32244,2.402402402,2.056952252,40.78077707,43.49800364,2,1409,1946,5179,891,3355,1824,379,2478,9090,5783,1316,13418,2771,6835,5605,3384,0.03805052814,0.8469331027,0.08894928654999999,0.002100191488,0.0026561245289999998,0.0,0.0006177033787999999,0.020693063190000003,0.5509296436,0.4490703564,0.05188708382,0.05565507443,0.05411081598999999,0.05003397369,0.06535301748,0.145160294,0.1392921119,0.135091729,0.07183890296,0.06041139045,0.08987584162000001,0.05874359133,0.022546173330000002,0.9218083183,0.07819168173999999,0.0556640625,0.04508463541999999,0.1285807292,0.1349283854,0.1818033854,0.1567382813,0.1401367188,0.1108398438,0.0341796875,0.012044270829999999,0.2293294271,0.3167317708,0.8429361979000001,0.1450195313,0.5460611979,0.296875,0.023410958059999997,0.1530668973,0.5614923714,0.357217864,0.08128976466,0.8288343937,0.1711656063,0.4222002594,0.3462227438,0.2090308234,Lawrence County,Lawrence
"Lee County, Illinois",710,2,0.002816901408,10653,34527,2077,29847,1754,92,210,62,35,450,34527,18326,16201,1742,2181,1703,1900,2034,4177,4276,4905,2799,2426,3504,2053,827,43.4,724.8439999999999,0.06,31497,30085,23330,11681,1412,13699,758,636,1262,1636,1746,2636,2087,1652,798,488,57901,72909,29249,51845,37368,0.2816901408,2.056361688,30.85411417,47.63369773,2,2656,3382,10761,2450,6038,4723,639,4680,18013,13634,2880,28143,6384,13737,11980,7983,0.06015582007999999,0.8644539056,0.05080082254,0.0026645813419999996,0.006082196542,0.001795696122,0.0010136994239999999,0.013033278300000001,0.5307730182,0.4692269818,0.05045326846,0.06316795551,0.04932371767,0.05502939727999999,0.05891041792999999,0.1209777855,0.1238451067,0.14206273349999998,0.08106699105000001,0.07026385147999999,0.1014857937,0.059460711910000005,0.02395226924,0.9551703337,0.04482966632,0.05533250602000001,0.04642674648,0.09212351267,0.11942477550000001,0.1274545587,0.1924228046,0.1523468866,0.120592744,0.05825242718,0.03562303818,0.1938827652,0.2468793343,0.7855317906,0.1788451712,0.4407620994,0.34476969119999995,0.018507255190000002,0.13554609439999998,0.5217076491,0.3948793698,0.08341298115,0.8151012251,0.18489877489999998,0.3978625424,0.3469748313,0.2312103571,Lee County,Lee
"Livingston County, Illinois",632,10,0.01582278481,17423,36324,1627,32418,1420,0,278,0,2,579,36324,18614,17710,1979,2074,2243,2311,2197,4411,4118,5022,2747,2560,3572,1906,1184,42.0,1043.627,0.1,34107,32381,24465,13455,1726,14320,746,616,1804,1643,1622,2612,2046,2270,574,387,56200,70341,28236,51805,32623,1.582278481,1.739896487,47.96553243,34.80553876,1,3166,3265,11089,2844,6431,4658,581,3906,19333,13901,3090,29662,6662,15215,11887,8038,0.04479132254,0.8924677899,0.03909261095,0.0,0.007653342143,0.0,5.5100000000000004e-05,0.01593987446,0.5124435635,0.48755643649999997,0.05448188525,0.057097235989999995,0.06174980728999999,0.06362184781,0.06048342694,0.121434864,0.1133685717,0.13825569869999998,0.07562493117,0.07047681972999999,0.09833718752999998,0.052472194689999994,0.03259552913,0.9493945523999999,0.05060544756,0.052094972069999995,0.043016759780000004,0.1259776536,0.11473463689999999,0.1132681564,0.18240223460000002,0.142877095,0.15851955310000002,0.04008379888,0.02702513966,0.2210893855,0.22800279329999998,0.7743715084,0.19860335199999998,0.4490921788,0.3252793296,0.01599493448,0.1075322101,0.532237639,0.38269463719999997,0.08506772382000001,0.8165950886,0.1834049114,0.41886906729999995,0.3272492016,0.221286202,Livingston County,Livingston
"Logan County, Illinois",590,4,0.006779661017,18343,29207,1000,25266,1833,41,218,2,24,823,29207,14183,15024,1565,1372,1652,1993,2180,3821,3703,3727,2119,1918,2708,1368,1081,40.4,618.071,0.126,25891,24585,19246,9916,1306,10872,486,451,907,1142,1572,2439,1520,1524,505,326,57899,72129,27187,50299,37114,0.6779661017,2.020063683,62.80343753,47.25508882,2,1844,2714,8517,2029,4558,3959,890,3941,16286,10472,2449,24050,5157,12583,9549,5994,0.03423836751,0.8650665936,0.06275892764999999,0.0014037730679999998,0.007463964118,6.850000000000001e-05,0.0008217208204,0.028178176460000003,0.4856027665,0.5143972335,0.053583045159999995,0.04697504023,0.056561783129999994,0.06823706646000001,0.07463964118,0.13082480230000001,0.1267846749,0.1276063957,0.07255110076,0.06566918889,0.09271749923,0.04683808676,0.037011675279999996,0.9495577614,0.050442238619999996,0.04470198675,0.04148270787,0.08342531272999999,0.1050404709,0.1445916115,0.22433774829999997,0.13980868289999998,0.1401766004,0.04644959529,0.029985283300000002,0.16961000739999998,0.24963208239999998,0.7833885209999999,0.1866261957,0.41924208979999994,0.36414643119999995,0.03047214709,0.1349334064,0.5576060533,0.3585441846,0.08384976204,0.8234327387,0.1765672613,0.4308213784,0.3269421714,0.2052247749,Logan County,Logan
"Macon County, Illinois",3055,52,0.0170212766,52726,106512,2366,81459,15185,273,1154,7,164,5904,106512,51062,55450,6553,6492,6674,6792,6771,12624,12164,13027,7508,7728,11060,6494,2625,41.3,580.576,0.168,104085,99018,70876,44843,5067,44113,3452,2449,5256,4571,6159,7933,5639,5185,1907,1562,50444,68106,28925,52470,37732,1.70212766,2.8682214210000003,49.50240349,183.4591854,2,11157,10730,35459,7092,21887,13572,6348,25053,58070,39323,9119,86333,20179,45906,32699,25282,0.02221345952,0.7647870662,0.14256609580000001,0.0025630914830000002,0.01083445997,6.57e-05,0.001539732612,0.05543037404,0.47940138200000004,0.520598618,0.0615235842,0.06095087877,0.06265960642999999,0.06376746282000001,0.06357030194,0.1185218567,0.11420309449999999,0.12230546789999999,0.07048971007999999,0.07255520505,0.1038380652,0.060969656,0.024645110409999997,0.9513186337999999,0.04868136619,0.07825357604,0.05551651441000001,0.11914855029999999,0.10362024800000001,0.1396187065,0.1798336091,0.1278307982,0.1175390474,0.04322988688,0.03540906309,0.2529186408,0.2432389545,0.8038220026,0.1607689343,0.49615759530000003,0.3076644073,0.059598918429999995,0.2352129338,0.5451967853,0.3691884482,0.08561476641,0.8105471684000001,0.1894528316,0.43099369090000006,0.3069982725,0.23736292620000002,Macon County,Macon
"Macoupin County, Illinois",807,11,0.013630731100000001,22308,45719,536,43966,422,77,213,3,8,494,45719,22602,23117,2272,2658,3071,2849,2526,5025,5413,6183,3403,3563,4843,2639,1274,43.6,862.92,0.115,45206,43224,31725,18775,1982,18772,1095,883,2081,2060,2732,3272,2629,2700,764,556,53778,67689,28050,50655,38635,1.36307311,1.765130471,48.79371815,52.98173643,1,4059,4792,14752,3464,8851,5901,582,1753,23814,17992,3913,36963,8756,18401,14999,11045,0.01172379098,0.9616570791,0.009230298126,0.001684201317,0.004658894551,6.56e-05,0.000174981955,0.01080513572,0.49436776829999995,0.5056322317,0.04969487522,0.058137754539999996,0.06717119797,0.062315448720000007,0.05525055228999999,0.1099105405,0.1183971653,0.1352391785,0.0744329491,0.0779325882,0.105929701,0.0577221724,0.02786587633,0.9561562624,0.04384373756,0.05833155764,0.047038141910000004,0.11085659490000001,0.1097379075,0.14553590449999998,0.1743021521,0.1400490092,0.143831238,0.040698913280000006,0.029618580869999998,0.2162262945,0.2552738121,0.7858512678,0.1845301513,0.47150010649999996,0.3143511613,0.01272993723,0.03834292089,0.5208775345000001,0.3935344168,0.08558804872999999,0.8084822503,0.1915177497,0.4024803692,0.3280692929,0.2415844616,Macoupin County,Macoupin
"Madison County, Illinois",7151,154,0.021535449590000002,98208,265670,8485,226512,22318,482,2592,57,120,5104,265670,129718,135952,15516,16234,16822,16289,15891,35938,32208,35683,19378,17964,24316,13264,6167,40.1,716.049,0.102,263088,249528,190879,94728,13560,107413,6629,4944,10189,10547,13929,20597,14012,16166,6124,4276,57890,74862,30802,56343,42130,2.153544959,2.691685173,36.96616103,371.02209489999996,2,21762,24476,80847,22290,46238,34609,5763,39158,148898,97341,19431,221923,43747,116690,87269,55544,0.03193811872,0.8526066172,0.0840064742,0.001814280875,0.009756464787,0.00021455188769999996,0.0004516881846,0.01921180412,0.48826739939999997,0.5117326006,0.05840328227000001,0.06110588324,0.06331915534,0.06131290699,0.05981480784,0.1352730831,0.1212331087,0.1343132458,0.07294011367,0.06761772123,0.09152708247,0.04992660067,0.023213008619999996,0.9484583105,0.05154168947,0.06171506242000001,0.0460279482,0.09485816427999999,0.09819109419,0.129677041,0.19175518789999998,0.1304497593,0.1505031979,0.05701358308999999,0.03980896167,0.2026011749,0.2278681351,0.7526742573,0.207516781,0.43046931,0.3222049473,0.02169232506,0.1473933828,0.5604622276,0.3663981631,0.07313960928999999,0.8353333082,0.1646666918,0.43922911880000004,0.3284864682,0.20907140440000002,Madison County,Madison
"Marion County, Illinois",1012,19,0.018774703559999998,18636,38084,748,34772,1328,86,264,0,73,813,38084,18726,19358,2399,2636,2272,2172,2228,4546,4221,4869,2824,2656,3986,2166,1109,42.1,572.451,0.135,37387,34944,22414,18729,2443,15913,1175,854,2248,1910,2304,3144,1924,1713,402,239,46102,58895,24727,43976,34395,1.877470356,2.657283899,48.93393551,66.52796484,2,4277,4214,13559,2115,8491,5068,972,3312,20474,14335,3275,30823,7261,16253,11914,8808,0.019640794030000002,0.9130343451,0.03487028673,0.002258166159,0.006932044952999999,0.0,0.001916815461,0.02134754753,0.4917025523,0.5082974477000001,0.06299233274,0.06921541855,0.059657598990000005,0.05703182438999999,0.05850225817000001,0.1193677135,0.110833946,0.1278489654,0.0741518748,0.06974057347,0.1046633757,0.05687427791,0.029119840350000002,0.9346564314,0.06534356862,0.07383899956000001,0.0536668133,0.1412681455,0.1200276503,0.1447872808,0.1975743103,0.1209074342,0.10764783509999999,0.0252623641,0.015019166719999998,0.2687739584,0.2648149312,0.8520706341,0.1329101992,0.5335888896000001,0.3184817445,0.02552252915,0.08696565486999999,0.5376010923,0.3764047894,0.08599411825999999,0.8093425059999999,0.19065749399999998,0.4267671463,0.3128347863,0.2312782271,Marion County,Marion
"Marshall County, Illinois",156,3,0.019230769230000003,5653,11794,360,11177,46,11,37,18,0,145,11794,5874,5920,651,547,755,664,654,1167,1268,1565,933,911,1428,798,453,46.3,386.82300000000004,0.099,11526,11095,8670,4541,431,4893,249,271,517,439,697,1018,632,794,166,110,55901,68641,29827,52636,35313,1.9230769230000002,1.322706461,47.93115143,30.48939696,1,1037,1136,3823,960,2173,1650,174,617,5706,4837,1251,9115,2679,4438,3766,3137,0.030523995249999998,0.9476852637000001,0.0039002882819999998,0.0009326776327000001,0.0031371884009999997,0.001526199763,0.0,0.012294386979999999,0.49804985590000006,0.5019501440999999,0.055197558079999993,0.046379515010000004,0.06401560115,0.05629981346,0.055451924709999996,0.09894861794,0.1075122944,0.13269459050000001,0.07910802102999999,0.07724266576000001,0.1210785145,0.06766152281,0.03840936069,0.9626062815,0.03739371855,0.050889025139999995,0.05538524422999999,0.10566114859999999,0.08972000817,0.1424483957,0.2080523196,0.129164112,0.1622726344,0.033926016760000004,0.02248109544,0.21193541789999998,0.23216840379999998,0.7813202534,0.19619865109999998,0.4441038218,0.3372164316,0.01475326437,0.05231473631,0.4838053247,0.41012379179999997,0.10607088349999999,0.772850602,0.227149398,0.3762930304,0.3193149059,0.2659827031,Marshall County,Marshall
"Mason County, Illinois",305,1,0.0032786885249999997,6159,13778,147,13308,130,14,27,0,1,151,13778,6838,6940,679,737,882,848,683,1410,1589,1881,1194,883,1646,891,455,45.3,539.306,0.071,13572,12926,8781,6748,646,6027,306,363,774,804,959,1210,598,696,166,151,45596,61524,27111,48059,34635,0.3278688525,2.213673973,44.70169836,25.54764827,2,1443,1763,5014,862,3206,1808,166,470,6828,5604,1346,10786,2992,5239,4664,3420,0.010669182759999998,0.9658876470000001,0.009435331688,0.001016112643,0.0019596458119999997,0.0,7.26e-05,0.010959500649999999,0.4962984468,0.5037015532,0.0492814632,0.05349107272,0.06401509653,0.061547394400000004,0.049571781100000004,0.1023370591,0.115328785,0.1365219916,0.08665989258,0.06408767601,0.1194658151,0.0646683118,0.03302366091,0.9524020041,0.04759799587,0.05077152812,0.06022896964,0.1284221005,0.1333997013,0.1591173055,0.20076323210000002,0.09922017588,0.1154803385,0.02754272441,0.02505392401,0.23942259829999998,0.2925170068,0.8319230131,0.1430230629,0.5319396050999999,0.299983408,0.01204819277,0.03411235303,0.4955726521,0.4067353752,0.09769197270999999,0.7828422121999999,0.2171577878,0.380243867,0.3385106692,0.24822180289999998,Mason County,Mason
"Massac County, Illinois",154,2,0.012987012990000001,3374,14430,404,12765,901,7,22,0,0,331,14430,6794,7636,762,1210,760,731,729,1545,1759,1865,970,1059,1619,1087,334,43.8,237.218,0.142,14192,13554,8408,6999,638,6011,422,494,842,752,781,1113,832,549,119,107,42604,56495,23768,45944,32330,1.298701299,1.067221067,23.38184338,60.830122499999995,1,1758,1533,5236,668,3291,1945,338,1665,7496,5513,1421,11390,3040,5737,4594,3765,0.027997228,0.8846153845999999,0.06243936244,0.0004851004851,0.001524601525,0.0,0.0,0.022938322940000002,0.47082467079999996,0.5291753292,0.05280665281000001,0.08385308385,0.05266805267,0.050658350660000004,0.050519750520000004,0.1070686071,0.1218988219,0.1292446292,0.06722106722,0.07338877339,0.11219681220000001,0.07532917533,0.02314622315,0.9550450958,0.04495490417,0.07020462485000001,0.08218266511,0.1400765264,0.125103976,0.12992846449999998,0.18516053899999999,0.1384129097,0.09133255698,0.01979703876,0.01780069872,0.2924638163,0.2550324405,0.8710697055,0.1111295957,0.5474962568999999,0.3235734487,0.02342342342,0.11538461539999999,0.5194733195,0.3820512821,0.09847539847999999,0.7893277893,0.2106722107,0.39757449759999997,0.3183645184,0.2609147609,Massac County,Massac
"McDonough County, Illinois",764,20,0.02617801047,12678,30875,835,27213,1431,55,689,0,0,652,30875,15009,15866,1337,1325,1655,3265,4892,3681,2867,3076,1769,1888,2817,1524,779,32.1,589.408,0.11,30498,28948,22384,10397,1550,11292,1387,819,1174,1216,1551,1627,1439,1424,417,238,43724,59429,23299,43176,32953,2.617801047,2.4744939269999997,41.06234818,52.38306911,2,3380,2767,9213,1841,6147,3066,707,3662,19022,9550,2303,25755,5120,16155,7712,6229,0.02704453441,0.8813927126000001,0.046348178139999995,0.001781376518,0.022315789469999996,0.0,0.0,0.02111740891,0.4861214575,0.5138785425,0.04330364371999999,0.04291497976,0.05360323887,0.1057489879,0.1584453441,0.11922267210000001,0.09285829960000001,0.09962753036000001,0.05729554656000001,0.061149797570000004,0.09123886640000001,0.049360323889999995,0.02523076923,0.9491769952,0.050823004789999994,0.1228303224,0.07252922423,0.1039674106,0.10768685800000001,0.1373538789,0.1440843075,0.1274353525,0.12610697839999999,0.036928799150000004,0.02107686858,0.2993269571,0.2450407368,0.8158873539,0.1630357775,0.5443676939000001,0.2715196599,0.022898785430000002,0.1186072874,0.616097166,0.3093117409,0.07459109312000001,0.8341700405,0.16582995949999998,0.5232388664000001,0.24978137649999999,0.20174898789999998,McDonough County,Mcdonough
"McHenry County, Illinois",6310,121,0.01917591125,99529,307789,39326,250987,4160,240,8300,27,210,4539,307789,153382,154407,16959,20335,22545,22431,18610,33815,39538,49094,23853,19163,25771,10858,4817,40.2,603.408,0.078,306531,290026,243498,77373,16505,111812,3195,2378,6255,7066,11031,19452,17112,23648,11432,10243,84803,103328,38047,65980,47574,1.917591125,2.050105754,32.33676317,510.08438729999995,2,11828,18097,66489,35080,29925,36564,5016,56802,174233,117881,15675,266343,41446,134695,112485,55792,0.1277693485,0.8154514944,0.01351575267,0.000779754962,0.02696652577,8.77e-05,0.0006822855918,0.014747115719999999,0.4983348983,0.5016651017,0.055099435,0.06606798812999999,0.07324823174,0.07287784813999999,0.06046349935,0.1098642252,0.128458132,0.15950537539999998,0.07749789628999999,0.062260184739999995,0.08372943802,0.03527741407,0.01565033188,0.9461555275,0.0538444725,0.028574750469999997,0.02126784245,0.055942117129999996,0.06319536365,0.09865667369999999,0.17397059350000002,0.1530426072,0.2114978714,0.1022430508,0.09160912961,0.10578471,0.1618520373,0.5946499481,0.3137409223,0.2676367474,0.3270132007,0.01629687871,0.1845485056,0.5660793596,0.3829928945,0.05092774596,0.865342816,0.134657184,0.4376212275,0.36546140380000003,0.1812670368,McHenry County,Mchenry
"McLean County, Illinois",4150,34,0.008192771084,97930,173219,8340,137682,14200,251,8889,13,548,3296,173219,84245,88974,10427,11029,9990,14795,21923,22902,20792,20465,10072,9601,12214,5816,3193,32.9,1183.233,0.10099999999999999,172074,165558,138450,45080,6516,66159,5495,2793,4836,5140,7333,11251,8773,10921,5535,4082,65813,86113,33665,60185,45096,0.8192771084,2.3958110830000003,56.53536852,146.3946661,2,13124,12473,45621,16456,25597,20024,4108,35537,111858,52352,9009,151996,21223,91066,51329,27631,0.04814714321000001,0.7948435218000001,0.08197715031000001,0.001449032727,0.05131654149,7.5e-05,0.003163625237,0.01902793573,0.4863496499,0.5136503500999999,0.06019547509,0.06367084442000001,0.05767265716,0.08541210837000002,0.1265623286,0.1322141336,0.1200330218,0.11814523810000001,0.05814604632999999,0.05542694507999999,0.07051189535,0.0335759934,0.01843331274,0.9621325709,0.037867429130000005,0.08305748272999999,0.04221647848,0.07309663084,0.0776916217,0.1108390393,0.17006000699999999,0.13260478539999998,0.1650720235,0.08366208678999999,0.06169984431,0.19837059210000002,0.18853066100000002,0.6895660454000001,0.2487341102,0.38690125299999995,0.3026647924,0.023715643199999997,0.2051564782,0.645760569,0.3022301249,0.05200930614,0.8774787985,0.12252120150000001,0.5257275472,0.2963243062,0.1595148338,McLean County,Mclean
"Menard County, Illinois",185,1,0.005405405405,5945,12367,185,11832,58,16,65,38,9,164,12367,6043,6324,668,822,762,728,629,1275,1504,1738,1041,872,1331,725,272,42.9,314.439,0.094,12209,11911,9670,4435,298,5198,247,138,415,387,696,906,915,849,397,248,69102,82127,34495,54798,44914,0.5405405405,1.495916552,48.07148055,39.33036296,1,800,1083,3704,1246,1883,1821,227,535,6388,4982,997,10039,2328,4884,4283,2928,0.01495916552,0.9567397105,0.004689900542,0.001293765667,0.0052559230209999995,0.003072693458,0.0007277431875000001,0.01326109808,0.48863912020000005,0.5113608798,0.05401471658,0.06646721113,0.06161558988,0.05886633783,0.050861162769999996,0.1030969516,0.12161397269999999,0.14053529550000002,0.08417562868999999,0.07051022883,0.1076251314,0.05862375677,0.021994016329999998,0.9755917766,0.02440822344,0.04751827626,0.026548672569999997,0.07983839938,0.07445171219999999,0.1338976529,0.1742978068,0.176029242,0.1633320508,0.07637552905,0.04771065795,0.15390534820000001,0.20834936510000002,0.7125817622,0.23970757980000001,0.36225471340000004,0.3503270489,0.0183553004,0.04326028948,0.5165359424,0.40284628450000004,0.08061777311000001,0.8117570955,0.1882429045,0.3949219698,0.34632489689999996,0.236759117,Menard County,Menard
